학과,학번,연도,학기,과목번호,전산코드,과목명,학,교수명,졸업일자
전산학과,20083203,2011,3,MSB481,42.481,경영과학 특수논제 I<IT 비즈니스와 컨설팅>,3,"이주성, 이태식",2014-08-22 오전 12:00:00
전산학과,20083203,2012,1,HSS391,10.361,Advanced English Writing,3,스미스,2014-08-22 오전 12:00:00
전산학과,20083203,2012,1,IE200,31.2,OR개론,3,제임스모리슨,2014-08-22 오전 12:00:00
전산학과,20083203,2012,1,MSB235,42.235,재무관리,3,엄재용,2014-08-22 오전 12:00:00
전산학과,20083203,2012,1,MSB238,42.238,조직행동론,3,이수진,2014-08-22 오전 12:00:00
전산학과,20083203,2012,2,INT485,16.485,국내인턴십 프로그램(졸업연구) III,3,한동수,2014-08-22 오전 12:00:00
전산학과,20083203,2013,1,CS300,36.3,알고리즘 개론,3,정지원,2014-08-22 오전 12:00:00
전산학과,20083203,2013,1,CS320,36.32,프로그래밍언어,3,류석영,2014-08-22 오전 12:00:00
전산학과,20083203,2013,1,CS448,36.448,정보보호개론,3,김광조,2014-08-22 오전 12:00:00
전산학과,20083203,2013,1,MSB215,42.215,미시경제학,3,엄재용,2014-08-22 오전 12:00:00
전산학과,20083203,2013,1,MSB337,42.337,경영정보론,3,"문정훈, 김진기",2014-08-22 오전 12:00:00
전산학과,20083203,2013,1,MSB200,42.2,경영학개론,3,조항정,2014-08-22 오전 12:00:00
전산학과,20083203,2013,1,MAS109,25.109,선형대수학개론,3,슈바이처,2014-08-22 오전 12:00:00
전산학과,20083203,2013,1,HSS040,10.18,배드민턴,0,한승진,2014-08-22 오전 12:00:00
전산학과,20083203,2013,3,HSS324,10.324,Science Fiction Cinema,3,다니엘 마틴,2014-08-22 오전 12:00:00
전산학과,20083203,2013,3,CS489,36.489,컴퓨터윤리와사회문제,3,김진형,2014-08-22 오전 12:00:00
전산학과,20083203,2013,3,MSB230,42.23,회계원리,3,김태동,2014-08-22 오전 12:00:00
전산학과,20083203,2013,3,MSB237,42.237,경영정보개론,3,송영근,2014-08-22 오전 12:00:00
전산학과,20083203,2013,3,CS330,36.33,운영체제 및 실험,4,신인식,2014-08-22 오전 12:00:00
전산학과,20083203,2013,3,CS408,36.408,전산학 프로젝트,3,한동수,2014-08-22 오전 12:00:00
전산학과,20083203,2014,1,HSS186,10.124,Understanding Music & Music History,3,노영해,2014-08-22 오전 12:00:00
전산학과,20083203,2014,1,CS330,36.33,운영체제 및 실험,4,신인식,2014-08-22 오전 12:00:00
전산학과,20083226,2008,3,HS235,10.235,윤리학,3,김영진,2014-02-21 오전 12:00:00
전산학과,20083226,2008,3,CH101,23.101,일반화학 I,3,뷰글라스,2014-02-21 오전 12:00:00
전산학과,20083226,2008,3,MAS101,25.101,미적분학 I,3,박희숙,2014-02-21 오전 12:00:00
전산학과,20083226,2008,3,PH122,20.122,기초물리학Ⅱ,3,조용훈,2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,HSS398,10.372,English Conversation,2,셔벨,2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,HS108,10.108,초급한국어 I,3,이은영,2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,HS201,10.201,Critical Thinking in English,2,"이수현, 필립조던",2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,ED101,14.101,설계를 위한 커뮤니케이션<설계를 위한 커뮤니케이션>,0,퍼스트,2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,ED100,14.1,시스템 설계 입문<시스템 설계 입문>,3,이태식,2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,PH141,20.141,일반물리학 I,3,김만원,2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,ED101,14.101,설계를 위한 커뮤니케이션<설계를 위한 커뮤니케이션>,1,데클란퍼스램,2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,HS172,10.172,인성/리더십 I<7H 리더십>,0,노영해,2014-02-21 오전 12:00:00
전산학과,20083226,2009,1,ED100,14.1,시스템 설계 입문<시스템 설계 입문>,0,신현정,2014-02-21 오전 12:00:00
전산학과,20083226,2009,3,HSS187,10.125,Art History & Visual Culture,3,우정아,2014-02-21 오전 12:00:00
전산학과,20083226,2009,3,CS204,36.204,이산구조,3,박진아,2014-02-21 오전 12:00:00
전산학과,20083226,2009,3,HSS330,10.311,"Topics in Science and Technology  Studies< Technology, Science & Communication>",3,김효민,2014-02-21 오전 12:00:00
전산학과,20083226,2009,3,HSS390,10.36,Advanced English Conversation,3,호간,2014-02-21 오전 12:00:00
전산학과,20083226,2009,3,CS101,36.101,프로그래밍기초,3,김길창,2014-02-21 오전 12:00:00
전산학과,20083226,2009,3,HSS062,10.174,인성/리더십 III<Korea Culture Experience >,0,Staff 이름작성,2014-02-21 오전 12:00:00
전산학과,20083226,2010,1,HSS133,10.145,Introduction to Psychology,3,김정훈,2014-02-21 오전 12:00:00
전산학과,20083226,2010,1,CS202,36.202,문제해결기법,3,신성용,2014-02-21 오전 12:00:00
전산학과,20083226,2010,1,CS206,36.206,데이타구조,3,김명호,2014-02-21 오전 12:00:00
전산학과,20083226,2010,3,HSS107,10.134,Introduction to Philosophy,3,박우석,2014-02-21 오전 12:00:00
전산학과,20083226,2010,3,HSS193,10.167,초급한국어 II,3,이은영,2014-02-21 오전 12:00:00
전산학과,20083226,2010,3,HSS134,10.239,Introduction to Cognitive Science,3,김정훈,2014-02-21 오전 12:00:00
전산학과,20083226,2010,3,CS320,36.32,프로그래밍언어,3,류석영,2014-02-21 오전 12:00:00
전산학과,20083226,2010,3,CS360,36.36,데이타베이스 개론,3,정진완,2014-02-21 오전 12:00:00
전산학과,20083226,2010,3,HSS175,10.151,German Conversation,3,홍명순,2014-02-21 오전 12:00:00
전산학과,20083226,2011,1,HSS491,10.401,중급한국어 I,3,윤정기,2014-02-21 오전 12:00:00
전산학과,20083226,2011,1,HSS405,13.14,Logic and Artificial Intelligence,3,박우석,2014-02-21 오전 12:00:00
전산학과,20083226,2011,1,CS204,36.204,이산구조,3,정진완,2014-02-21 오전 12:00:00
전산학과,20083226,2011,1,CS230,36.23,시스템프로그래밍,3,김대영,2014-02-21 오전 12:00:00
전산학과,20083226,2011,1,CS300,36.3,알고리즘 개론,3,최성희,2014-02-21 오전 12:00:00
전산학과,20083226,2011,1,CH101,23.101,일반화학 I,3,뷰글라스,2014-02-21 오전 12:00:00
전산학과,20083226,2011,3,HSS128,10.236,Introduction to Oriental Philosophy,3,박우석,2014-02-21 오전 12:00:00
전산학과,20083226,2011,3,HSS243,10.243,"Humans, Machines, and Society",3,전치형,2014-02-21 오전 12:00:00
전산학과,20083226,2011,3,CS470,36.47,인공지능개론,3,오혜연,2014-02-21 오전 12:00:00
전산학과,20083226,2011,3,MAS250,25.25,확률및통계,3,길이만,2014-02-21 오전 12:00:00
전산학과,20083226,2011,3,CH102,23.102,일반화학실험 I,1,김우연,2014-02-21 오전 12:00:00
전산학과,20083226,2011,3,CS330,36.33,운영체제 및 실험,4,신인식,2014-02-21 오전 12:00:00
전산학과,20083226,2012,1,HSS397,10.371,Advanced English Reading,3,임진아,2014-02-21 오전 12:00:00
전산학과,20083226,2012,1,IE200,31.2,OR개론,3,제임스모리슨,2014-02-21 오전 12:00:00
전산학과,20083226,2012,1,CS270,36.27,지능 로봇 설계 및 프로그래밍,3,조성호,2014-02-21 오전 12:00:00
전산학과,20083226,2012,1,CS570,36.57,인공지능 및 기계학습,3,김기응,2014-02-21 오전 12:00:00
전산학과,20083226,2012,1,MAS250,25.25,확률및통계,3,길이만,2014-02-21 오전 12:00:00
전산학과,20083226,2012,1,HSS042,10.182,테니스,0,한승진,2014-02-21 오전 12:00:00
전산학과,20083226,2012,1,PH151,20.151,일반물리학실험Ⅰ,1,공홍진,2014-02-21 오전 12:00:00
전산학과,20083226,2012,2,INT485,16.485,국내인턴십 프로그램(졸업연구) III,3,한동수,2014-02-21 오전 12:00:00
전산학과,20083226,2012,3,HSS391,10.361,Advanced English Writing,3,매튜 발드윈,2014-02-21 오전 12:00:00
전산학과,20083226,2012,3,CS311,36.311,전산기조직,3,허재혁,2014-02-21 오전 12:00:00
전산학과,20083226,2012,3,CS492,36.492,전산학특강<정보과학을 위한 수학>,3,정교민,2014-02-21 오전 12:00:00
전산학과,20083226,2012,3,MAS102,25.102,미적분학Ⅱ,3,단자프란,2014-02-21 오전 12:00:00
전산학과,20083226,2013,3,CS408,36.408,전산학 프로젝트,3,양현승,2014-02-21 오전 12:00:00
전산학과,20083226,2013,3,HSS044,10.184,건강관리<스트레칭운동>,0,전유정,2014-02-21 오전 12:00:00
전산학과,20083226,2013,3,MAS102,25.102,미적분학Ⅱ,3,김홍오,2014-02-21 오전 12:00:00
전산학과,20083226,2013,3,BS120,21.12,일반생물학,3,데이비드 헬프만,2014-02-21 오전 12:00:00
전산학과,20083264,2009,3,HSS112,10.231,한국사상사,3,이희중,2014-02-21 오전 12:00:00
전산학과,20083264,2009,3,HSS206,10.234,Analytical Philosophy,3,김영진,2014-02-21 오전 12:00:00
전산학과,20083264,2009,3,CS204,36.204,이산구조,3,박진아,2014-02-21 오전 12:00:00
전산학과,20083264,2009,3,CS206,36.206,데이타구조,3,이윤준,2014-02-21 오전 12:00:00
전산학과,20083264,2009,3,CS489,36.489,컴퓨터윤리와사회문제,3,김진형,2014-02-21 오전 12:00:00
전산학과,20083264,2010,1,CS300,36.3,알고리즘 개론,3,최성희,2014-02-21 오전 12:00:00
전산학과,20083264,2010,1,CS311,36.311,전산기조직,3,김순태,2014-02-21 오전 12:00:00
전산학과,20083264,2010,1,CS451,36.451,IT 서비스공학,3,김진형,2014-02-21 오전 12:00:00
전산학과,20083264,2010,1,HSS001,10.103,논리적글쓰기,3,시정곤,2014-02-21 오전 12:00:00
전산학과,20083264,2010,1,HSS159,10.144,Introduction to Economics,3,오동훈,2014-02-21 오전 12:00:00
전산학과,20083264,2011,3,HSS186,10.124,Understanding Music & Music History,3,노영해,2014-02-21 오전 12:00:00
전산학과,20083264,2011,3,HSS157,10.149,Introduction to Anthropology,3,남영호,2014-02-21 오전 12:00:00
전산학과,20083264,2011,3,CS230,36.23,시스템프로그래밍,3,김동준,2014-02-21 오전 12:00:00
전산학과,20083264,2011,3,HSS061,10.173,인성/리더십 II<커뮤니케이션>,0,Staff 이름작성,2014-02-21 오전 12:00:00
전산학과,20083264,2011,3,HSS360,10.322,한국문학특강<한문으로 읽는 동양고전>,3,김광년,2014-02-21 오전 12:00:00
전산학과,20083264,2011,3,HSS060,10.172,인성/리더십 I<7H 리더십>,0,Staff 이름작성,2014-02-21 오전 12:00:00
전산학과,20083264,2011,3,CS492,36.492,전산학특강<비즈니스 프로세스 설계 및 관리>,3,박준성,2014-02-21 오전 12:00:00
전산학과,20083264,2012,1,HSS483,10.483,과학기술정책 사례연구,3,이헌규,2014-02-21 오전 12:00:00
전산학과,20083264,2012,1,HSS155,13.115,Introduction to Mass Communication,3,제임스,2014-02-21 오전 12:00:00
전산학과,20083264,2012,1,CS320,36.32,프로그래밍언어,3,류석영,2014-02-21 오전 12:00:00
전산학과,20083264,2012,1,GCT505,43.505,인간과 컴퓨터 상호작용,3,"원광연, 이지현",2014-02-21 오전 12:00:00
전산학과,20083264,2012,1,CS408,36.408,전산학 프로젝트,3,권용래,2014-02-21 오전 12:00:00
전산학과,20083264,2012,3,CS330,36.33,운영체제 및 실험,4,신인식,2014-02-21 오전 12:00:00
전산학과,20083264,2012,3,HSS199,10.199,읽기와 토론 특강<정치.사회>,1,황소웅,2014-02-21 오전 12:00:00
전산학과,20083264,2013,3,CS330,36.33,운영체제 및 실험,4,송준화,2014-02-21 오전 12:00:00
전산학과,20083297,2009,3,CS202,36.202,문제해결기법,3,좌경룡,2014-02-21 오전 12:00:00
전산학과,20083297,2009,3,CS360,36.36,데이타베이스 개론,3,김명호,2014-02-21 오전 12:00:00
전산학과,20083297,2009,3,HSS332,10.341,Special Topics in Social Sciences < Intercultural Communication>,3,브레들리타타르,2014-02-21 오전 12:00:00
전산학과,20083297,2009,3,MAS102,25.102,미적분학Ⅱ,3,징친,2014-02-21 오전 12:00:00
전산학과,20083297,2009,3,HSS060,10.172,인성/리더십 I<7H 리더십>,0,Staff 이름작성,2014-02-21 오전 12:00:00
전산학과,20083297,2010,1,HSS211,10.256,English Structure and Grammar,3,손근원,2014-02-21 오전 12:00:00
전산학과,20083297,2010,1,HSS201,13.103,Revolutions in Science and Technology,3,박범순,2014-02-21 오전 12:00:00
전산학과,20083297,2010,1,CS270,36.27,지능 로봇 설계 및 프로그래밍,3,조성호,2014-02-21 오전 12:00:00
전산학과,20083297,2010,1,CS350,36.35,소프트웨어 공학 개론,3,백종문,2014-02-21 오전 12:00:00
전산학과,20083297,2010,1,CS451,36.451,IT 서비스공학,3,김진형,2014-02-21 오전 12:00:00
전산학과,20083297,2010,1,PH151,20.151,일반물리학실험Ⅰ,1,공홍진,2014-02-21 오전 12:00:00
전산학과,20083297,2010,1,HSS061,10.173,인성/리더십 II<커뮤니케이션>,0,박영찬,2014-02-21 오전 12:00:00
전산학과,20083297,2010,2,INT485,16.485,국내인턴십 프로그램(졸업연구) III,3,백종문,2014-02-21 오전 12:00:00
전산학과,20083297,2010,3,HSS280,10.126,Understanding World Music,3,변계원,2014-02-21 오전 12:00:00
전산학과,20083297,2010,3,CS320,36.32,프로그래밍언어,3,류석영,2014-02-21 오전 12:00:00
전산학과,20083297,2010,3,MAE107,40.107,창공과 우주,3,김천곤,2014-02-21 오전 12:00:00
전산학과,20083297,2010,3,CS300,36.3,알고리즘 개론,3,신성용,2014-02-21 오전 12:00:00
전산학과,20083297,2010,3,PH142,20.142,일반 물리학 II,3,조용훈,2014-02-21 오전 12:00:00
전산학과,20083297,2011,1,CS230,36.23,시스템프로그래밍,3,김대영,2014-02-21 오전 12:00:00
전산학과,20083297,2011,1,HSS362,10.321,Special Lectures on Art<Chamber Music Class>,3,김정진,2014-02-21 오전 12:00:00
전산학과,20083297,2011,1,CS408,36.408,전산학 프로젝트,3,김명철,2014-02-21 오전 12:00:00
전산학과,20083297,2011,1,HSS001,10.103,논리적글쓰기,3,이정엽,2014-02-21 오전 12:00:00
전산학과,20083297,2012,2,INT495,16.495,국내인턴십 프로그램 III,3,백종문,2014-02-21 오전 12:00:00
전산학과,20083297,2013,3,HSS277,10.295,The World of Musicals,3,노영해,2014-02-21 오전 12:00:00
전산학과,20083297,2013,3,CS330,36.33,운영체제 및 실험,4,신인식,2014-02-21 오전 12:00:00
전산학과,20083297,2013,3,HSS044,10.184,건강관리<댄스스포츠>,0,전유정,2014-02-21 오전 12:00:00
전산학과,20083313,2009,3,CS206,36.206,데이타구조,3,이윤준,2015-02-13 오전 12:00:00
전산학과,20083313,2009,3,CS300,36.3,알고리즘 개론,3,신성용,2015-02-13 오전 12:00:00
전산학과,20083313,2009,3,CS360,36.36,데이타베이스 개론,3,김명호,2015-02-13 오전 12:00:00
전산학과,20083313,2009,3,MAS102,25.102,미적분학Ⅱ,3,최우진,2015-02-13 오전 12:00:00
전산학과,20083313,2010,3,HSS105,10.135,Logic,3,이정민,2015-02-13 오전 12:00:00
전산학과,20083313,2010,3,IE261,31.261,산업공학정보기술,3,서효원,2015-02-13 오전 12:00:00
전산학과,20083313,2010,3,CS311,36.311,전산기조직,3,김동준,2015-02-13 오전 12:00:00
전산학과,20083313,2010,3,CS322,36.322,형식언어및오토마타,3,정지원,2015-02-13 오전 12:00:00
전산학과,20083313,2010,3,CS300,36.3,알고리즘 개론,3,신성용,2015-02-13 오전 12:00:00
전산학과,20083313,2011,1,HSS230,10.215,Science and Technology Policy,3,박범순,2015-02-13 오전 12:00:00
전산학과,20083313,2011,1,HSS307,10.307,한국현대정치사,3,김학준,2015-02-13 오전 12:00:00
전산학과,20083313,2011,1,IE362,31.362,자료구조와 알고리즘 응용,3,신하용,2015-02-13 오전 12:00:00
전산학과,20083313,2011,1,HSS001,10.103,논리적글쓰기,3,최은영,2015-02-13 오전 12:00:00
전산학과,20083313,2011,3,HSS303,10.331,한국사 특강<고려와 조선의 정치사상을 중심으로>,3,김학준,2015-02-13 오전 12:00:00
전산학과,20083313,2011,3,HSS155,13.115,Introduction to Mass Communication,3,노광우,2015-02-13 오전 12:00:00
전산학과,20083313,2011,3,HSS472,13.137,Art and Philosophy,3,박우석,2015-02-13 오전 12:00:00
전산학과,20083313,2011,3,CS311,36.311,전산기조직,3,김순태,2015-02-13 오전 12:00:00
전산학과,20083313,2011,3,CS330,36.33,운영체제 및 실험,4,송준화,2015-02-13 오전 12:00:00
전산학과,20083313,2012,1,HSS110,10.297,한국문화사,3,고동환,2015-02-13 오전 12:00:00
전산학과,20083313,2012,1,CS230,36.23,시스템프로그래밍,3,김대영,2015-02-13 오전 12:00:00
전산학과,20083313,2012,1,CS320,36.32,프로그래밍언어,3,류석영,2015-02-13 오전 12:00:00
전산학과,20083313,2012,1,CS457,36.457,웹기반 소프트웨어 개발,3,고인영,2015-02-13 오전 12:00:00
전산학과,20083313,2012,1,CS492,36.492,전산학특강<정보시스템 설계 및 관리>,3,박준성,2015-02-13 오전 12:00:00
전산학과,20083313,2012,1,HSS060,10.172,인성/리더십 I<피닉스리더십>,0,성태현,2015-02-13 오전 12:00:00
전산학과,20083313,2013,2,INT485,16.485,국내인턴십 프로그램(졸업연구) III,3,김동준,2015-02-13 오전 12:00:00
전산학과,20083313,2013,3,HSS167,10.223,한국문학과사회,3,이상경,2015-02-13 오전 12:00:00
전산학과,20083313,2013,3,CS322,36.322,형식언어및오토마타,3,정지원,2015-02-13 오전 12:00:00
전산학과,20083313,2013,3,CS470,36.47,인공지능개론,3,김기응,2015-02-13 오전 12:00:00
전산학과,20083313,2013,3,CS492,36.492,전산학특강<중급 컴퓨터 그래픽스>,3,김민혁,2015-02-13 오전 12:00:00
전산학과,20083313,2013,3,HSS061,10.173,인성/리더십 II<커뮤니케이션>,0,박영찬,2015-02-13 오전 12:00:00
전산학과,20083313,2014,1,HSS266,10.222,한국소설다시읽기,3,이상경,2015-02-13 오전 12:00:00
전산학과,20083313,2014,1,HSS112,10.231,한국사상사,3,허태용,2015-02-13 오전 12:00:00
전산학과,20083313,2014,1,IE496,31.496,학사세미나,1,이태억,2015-02-13 오전 12:00:00
전산학과,20083313,2014,1,CS448,36.448,정보보호개론,3,김광조,2015-02-13 오전 12:00:00
전산학과,20083313,2014,1,CS408,36.408,전산학 프로젝트,3,한동수,2015-02-13 오전 12:00:00
전산학과,20083313,2014,1,HSS044,10.184,건강관리<웨이트트레이닝>,0,김석희,2015-02-13 오전 12:00:00
전산학과,20092025,2009,1,HS106,10.106,English Communication,1,레드펀,2014-02-21 오전 12:00:00
전산학과,20092025,2009,1,PH141,20.141,일반물리학 I,3,공홍진,2014-02-21 오전 12:00:00
전산학과,20092025,2009,1,MAS101,25.101,미적분학 I,3,서동엽,2014-02-21 오전 12:00:00
전산학과,20092025,2009,1,HS100,10.1,새내기세미나[프로그래밍은 무엇인가?],1,최광무,2014-02-21 오전 12:00:00
전산학과,20092025,2009,1,CH101,23.101,일반화학 I,3,뷰글라스,2014-02-21 오전 12:00:00
전산학과,20092025,2009,1,PH151,20.151,일반물리학실험Ⅰ,1,김만원,2014-02-21 오전 12:00:00
전산학과,20092025,2009,1,CS101,36.101,프로그래밍기초,3,최광무,2014-02-21 오전 12:00:00
전산학과,20092025,2009,1,CH102,23.102,일반화학실험 I,1,최인성,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,CS204,36.204,이산구조,3,박진아,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,ED100,14.1,시스템 설계 입문 < 시스템 설계 입문>,2,메리케서린톰슨,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,ED101,14.101,설계를 위한 커뮤니케이션<설계를 위한 커뮤니케이션>,0,퍼스트,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,ED101,14.101,설계를 위한 커뮤니케이션<설계를 위한 커뮤니케이션>,1,퍼스트,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,MAS109,25.109,선형대수학개론,3,최창선,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,PH142,20.142,일반 물리학 II,3,김수용,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,BS120,21.12,일반생물학,3,데이비드 헬프만,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,MAS102,25.102,미적분학Ⅱ,3,징친,2014-02-21 오전 12:00:00
전산학과,20092025,2009,3,ED100,14.1,시스템 설계 입문<시스템 설계 입문>,0,정용훈,2014-02-21 오전 12:00:00
전산학과,20092025,2010,1,CS220,36.22,프로그래밍의 이해,3,한태숙,2014-02-21 오전 12:00:00
전산학과,20092025,2010,1,MAS241,25.241,해석학 I,4,신수진,2014-02-21 오전 12:00:00
전산학과,20092025,2010,1,HSS001,10.103,논리적글쓰기,3,김혜영,2014-02-21 오전 12:00:00
전산학과,20092025,2010,1,MAS250,25.25,확률및통계,3,길이만,2014-02-21 오전 12:00:00
전산학과,20092025,2010,1,CS206,36.206,데이타구조,3,김명호,2014-02-21 오전 12:00:00
전산학과,20092025,2010,1,MAS201,25.201,응용미분방정식,3,드레이크,2014-02-21 오전 12:00:00
전산학과,20092025,2010,3,MAS270,25.27,논리 및 집합,3,한상근,2014-02-21 오전 12:00:00
전산학과,20092025,2010,3,CS202,36.202,문제해결기법,3,좌경룡,2014-02-21 오전 12:00:00
전산학과,20092025,2010,3,CS322,36.322,형식언어및오토마타,3,정지원,2014-02-21 오전 12:00:00
전산학과,20092025,2010,3,MAS212,25.212,선형대수학,3,최서영,2014-02-21 오전 12:00:00
전산학과,20092025,2010,3,MAS242,25.242,해석학Ⅱ,4,신수진,2014-02-21 오전 12:00:00
전산학과,20092025,2010,3,CS300,36.3,알고리즘 개론,3,신성용,2014-02-21 오전 12:00:00
전산학과,20092025,2011,1,MAS275,25.275,이산수학,3,엄상일,2014-02-21 오전 12:00:00
전산학과,20092025,2011,1,MAS341,25.341,복소변수함수론,3,권순식,2014-02-21 오전 12:00:00
전산학과,20092025,2011,1,CS230,36.23,시스템프로그래밍,3,김대영,2014-02-21 오전 12:00:00
전산학과,20092025,2011,1,CS270,36.27,지능 로봇 설계 및 프로그래밍,3,조성호,2014-02-21 오전 12:00:00
전산학과,20092025,2011,1,MAS311,25.311,현대대수학 I,4,박진현,2014-02-21 오전 12:00:00
전산학과,20092025,2011,1,HSS041,10.181,수영,0,방신웅,2014-02-21 오전 12:00:00
전산학과,20092025,2011,3,MAS312,25.312,현대대수학Ⅱ,3,구자경,2014-02-21 오전 12:00:00
전산학과,20092025,2011,3,MAS321,25.321,미분기하학개론,4,진교택,2014-02-21 오전 12:00:00
전산학과,20092025,2011,3,MAS370,25.37,정보수학,3,한상근,2014-02-21 오전 12:00:00
전산학과,20092025,2011,3,MAS477,25.477,그래프이론 개론,3,엄상일,2014-02-21 오전 12:00:00
전산학과,20092025,2011,3,CS330,36.33,운영체제 및 실험,4,송준화,2014-02-21 오전 12:00:00
전산학과,20092025,2011,3,MAS583,25.583,수학특론<조합적최적화>,3,엄상일,2014-02-21 오전 12:00:00
전산학과,20092025,2011,3,MAS581,25.581,수학특론 I<확률론적 방법>,1,엄상일,2014-02-21 오전 12:00:00
전산학과,20092025,2012,1,HSS303,10.331,한국사 특강<고려와 조선의 정치사상을 중심으로>,3,김학준,2014-02-21 오전 12:00:00
전산학과,20092025,2012,1,MAS210,25.21,정수론 개론,3,최서현,2014-02-21 오전 12:00:00
전산학과,20092025,2012,1,MAS331,25.331,위상수학,4,고기형,2014-02-21 오전 12:00:00
전산학과,20092025,2012,1,MAS343,25.343,상미분방정식과 동역학계,3,권순식,2014-02-21 오전 12:00:00
전산학과,20092025,2012,1,MAS435,25.435,행렬군론,3,서동엽,2014-02-21 오전 12:00:00
전산학과,20092025,2012,1,CS320,36.32,프로그래밍언어,3,류석영,2014-02-21 오전 12:00:00
전산학과,20092025,2012,1,CS500,36.5,알고리즘설계와해석,3,정교민,2014-02-21 오전 12:00:00
전산학과,20092025,2012,1,MAS582,25.582,수학특론 II<계수조합론>,2,김동수,2014-02-21 오전 12:00:00
전산학과,20092025,2012,2,HSS301,10.332,Topics in Philosophy<History of Logic>,3,박우석,2014-02-21 오전 12:00:00
전산학과,20092025,2012,3,MAS430,25.43,조합적 위상수학,3,서동엽,2014-02-21 오전 12:00:00
전산학과,20092025,2012,3,MAS441,25.441,르베그적분론,3,권순식,2014-02-21 오전 12:00:00
전산학과,20092025,2012,3,MAS541,25.541,복소수함수론,3,단자프란,2014-02-21 오전 12:00:00
전산학과,20092025,2012,3,CS493,36.493,전산학특강 I<고급알고리즘>,1,정지원,2014-02-21 오전 12:00:00
전산학과,20092025,2012,3,MAS480,25.48,수학특강<타원곡선입문>,3,최서현,2014-02-21 오전 12:00:00
전산학과,20092025,2012,3,CS408,36.408,전산학 프로젝트,3,고인영,2014-02-21 오전 12:00:00
전산학과,20092025,2012,3,CS492,36.492,전산학특강<정보과학을 위한 수학>,3,정교민,2014-02-21 오전 12:00:00
전산학과,20092025,2012,3,HSS044,10.184,건강관리<웨이트트레이닝>,0,김석희,2014-02-21 오전 12:00:00
전산학과,20092025,2013,1,HSS405,13.14,Logic and Artificial Intelligence,3,박우석,2014-02-21 오전 12:00:00
전산학과,20092025,2013,1,MAS480,25.48,수학특강<가환대수학입문>,3,박진현,2014-02-21 오전 12:00:00
전산학과,20092025,2013,1,MAS510,25.51,정수론,3,박진현,2014-02-21 오전 12:00:00
전산학과,20092025,2013,1,MAS511,25.511,대수학 I,3,최서영,2014-02-21 오전 12:00:00
전산학과,20092025,2013,1,MAS531,25.531,대수적위상수학 1,3,김상현,2014-02-21 오전 12:00:00
전산학과,20092025,2013,1,MAS540,25.54,실변수함수론,3,신수진,2014-02-21 오전 12:00:00
전산학과,20092025,2013,1,MAS575,25.575,조합수학,3,안드레아스 홈슨,2014-02-21 오전 12:00:00
전산학과,20092025,2013,1,HSS060,10.172,인성/리더십 I<7H 리더십>,0,최태웅,2014-02-21 오전 12:00:00
전산학과,20092025,2013,3,HSS472,13.137,Art and Philosophy,3,박우석,2014-02-21 오전 12:00:00
전산학과,20092025,2013,3,CS311,36.311,전산기조직,3,김동준,2014-02-21 오전 12:00:00
전산학과,20092025,2013,3,HSS040,10.18,배드민턴,0,한승진,2014-02-21 오전 12:00:00
전산학과,20092025,2013,3,HSS061,10.173,인성/리더십 II<영리더 목요특강>,0,리더십센터,2014-02-21 오전 12:00:00
전산학과,20092025,2013,3,HSS021,10.201,Critical Thinking in English,2,임진아,2014-02-21 오전 12:00:00
전산학과,20092179,2009,1,HS174,10.174,인성/리더십 III<레크리에이션>,0,Staff 이름작성,2014-08-22 오전 12:00:00
전산학과,20092179,2009,1,CH102,23.102,일반화학실험 I,1,이억균,2014-08-22 오전 12:00:00
전산학과,20092179,2009,1,BS120,21.12,일반생물학,3,변시명,2014-08-22 오전 12:00:00
전산학과,20092179,2009,1,HS100,10.1,새내기세미나[에너지 문제 해결과 재료 과학],1,강기석,2014-08-22 오전 12:00:00
전산학과,20092179,2009,1,PH141,20.141,일반물리학 I,3,이용희,2014-08-22 오전 12:00:00
전산학과,20092179,2009,1,MAS101,25.101,미적분학 I,3,엄상일,2014-08-22 오전 12:00:00
전산학과,20092179,2009,1,PH151,20.151,일반물리학실험Ⅰ,1,김만원,2014-08-22 오전 12:00:00
전산학과,20092179,2009,1,CH101,23.101,일반화학 I,3,이억균,2014-08-22 오전 12:00:00
전산학과,20092179,2009,1,HS106,10.106,English Communication,1,셔벨,2014-08-22 오전 12:00:00
전산학과,20092179,2009,3,HSS278,10.294,Modern Arts,3,우정아,2014-08-22 오전 12:00:00
